437,1,0,146.62911244201695,-42.75577438430398,0.0
438,1,0,146.62911244943118,-42.75577439000343,0.0
439,1,1,146.62911245684538,-42.755774395702886,0.0
440,1,1,146.6291124642596,-42.75577440140234,0.0
441,1,2,146.6291124716738,-42.755774407101796,0.0
442,1,2,146.62911247908804,-42.75577441280125,0.0
443,1,2,146.62911248650224,-42.75577441850071,0.0
444,1,1,146.62911249391647,-42.75577442420016,0.0
445,1,1,146.62911250133067,-42.75577442989962,0.0
446,1,1,146.6291125087449,-42.75577443559907,0.0
447,1,0,146.6291125161591,-42.75577444129853,0.0
448,1,0,146.62911252357333,-42.755774446997975,0.0
449,0,0,146.62911253098753,-42.75577445269743,0.0
450,0,0,146.62911253840176,-42.755774458396886,0.0
451,0,0,146.62911254581596,-42.75577446409634,0.0
452,0,0,146.6291125532302,-42.755774469795796,0.0
453,0,0,146.6291125606444,-42.75577447549525,0.0
454,0,0,146.62911256805862,-42.755774481194706,0.0
455,0,0,146.62911257547282,-42.75577448689416,0.0
456,0,0,146.62911258288705,-42.755774492593616,0.0
457,0,0,146.62911259030125,-42.75577449829307,0.0
458,0,0,146.62911259771548,-42.75577450399252,0.0
459,0,0,146.62911260512968,-42.755774509691975,0.0
460,0,0,146.6291126125439,-42.75577451539143,0.0
461,0,0,146.6291126199581,-42.755774521090885,0.0
462,0,0,146.62911262737234,-42.75577452679034,0.0
463,0,0,146.62911263478654,-42.755774532489795,0.0
464,0,0,146.62911264220077,-42.75577453818925,0.0
465,0,0,146.62911264961497,-42.755774543888705,0.0
466,0,0,146.62911265702917,-42.75577454958816,0.0
467,0,0,146.6291126644434,-42.755774555287616,0.0
468,0,0,146.6291126718576,-42.75577456098707,0.0
469,1,0,146.62911267927183,-42.75577456668652,0.0
470,1,0,146.62911268668603,-42.755774572385974,0.0
471,1,1,146.62911269410026,-42.75577457808543,0.0
472,1,1,146.62911270151446,-42.755774583784884,0.0
473,1,1,146.6291127089287,-42.75577458948434,0.0
474,1,1,146.6291127163429,-42.755774595183794,0.0
475,1,2,146.62911272375712,-42.75577460088325,0.0
476,1,2,146.62911273117132,-42.755774606582705,0.0
477,1,2,146.62911273858555,-42.75577461228216,0.0
478,1,2,146.62911274599975,-42.755774617981615,0.0
479,0,1,146.62911275341398,-42.75577462368106,0.0
480,0,1,146.62911276082818,-42.75577462938052,0.0
481,0,1,146.6291127682424,-42.75577463507997,0.0
482,0,0,146.6291127756566,-42.75577464077943,0.0
483,1,0,146.62911278307084,-42.75577464647888,0.0
